          Graph File     Compromise Time            Hop Time         Start Point     Num Compromised             % Alive
   Graphs/graph0.txt            2.000000            1.000000                  18                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  21                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  21                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  22                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  22                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  23                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  23                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  24                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  24                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  25                  12           88.000000
   Graphs/graph0.txt            2.000000            1.000000                  25                  12           88.000000
   Graphs/graph0.txt            2.000000            1.000000                  26                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  26                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  27                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  27                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  28                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  28                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  29                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  29                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  30                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  30                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  31                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  31                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  32                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  32                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  33                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  33                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  34                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  34                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  35                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  35                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  36                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  36                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  37                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  37                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  38                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  38                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  39                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  39                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  40                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  40                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  41                   9           91.000000
   Graphs/graph0.txt            2.000000            1.000000                  41                   9           91.000000
   Graphs/graph0.txt            2.000000            1.000000                  42                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  42                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  43                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  43                   2           98.000000
   Graphs/graph0.txt            2.000000            1.000000                  44                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  44                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  45                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  45                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  46                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  46                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  47                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  47                   1           99.000000
   Graphs/graph0.txt            2.000000            1.000000                  48                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  48                   4           96.000000
   Graphs/graph0.txt            2.000000            1.000000                  49                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  49                   5           95.000000
   Graphs/graph0.txt            2.000000            1.000000                  50                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  50                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  51                   3           97.000000
   Graphs/graph0.txt            2.000000            1.000000                  51                   3           97.000000
   Graphs/graph0.txt            3.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   0                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   1                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   2                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   3                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   3                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   4                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   4                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                   5                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   5                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   6                   3           97.000000
   Graphs/graph0.txt            3.000000            1.000000                   6                   3           97.000000
   Graphs/graph0.txt            3.000000            1.000000                   7                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   7                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   8                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   8                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   9                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                   9                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  10                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  10                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  11                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  12                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  13                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  14                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  15                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  15                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  16                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  16                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  17                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  17                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  18                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  18                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  19                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  20                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  21                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  21                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  22                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  22                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  23                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  23                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  24                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  24                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  25                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  25                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  26                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  26                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  27                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  27                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  28                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  28                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  29                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  29                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  30                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  30                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  31                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  31                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  32                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  32                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  33                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  33                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  34                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  34                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  35                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  35                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  36                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  36                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  37                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  37                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  38                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  38                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  39                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  39                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  40                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  40                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  41                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  41                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  42                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  42                   2           98.000000
   Graphs/graph0.txt            3.000000            1.000000                  43                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  43                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  44                   1           99.000000
   Graphs/graph0.txt            3.000000            1.000000                  44                   1           99.000000
